project-name,version,name,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,fi-changes,ostrand,scattering,intensity,ana,acm,arl,boc,fch,frch,lch,wcd,wfr,tach,ataf,chd,lca,lcd,csb,csbs,acdf,cho,is-change-prone
lucene,2.2,org.apache.lucene.document.FieldSelector,1,1,0,18,1,0,17,1,1,2,1,0,0,0,1,0,0,0,1,1,12,3,12,0.15,3,3,1,0.005983764,0.782970654,0.062181958,0.515545664,0.781346485,0.003790078,0.228530665,0.658660392,0.208758467,0.724054435,0.700300479,0.221366868,0.780736474,0.888451551,0.115822319,0
lucene,2.2,org.apache.lucene.index.CompoundFileWriter,6,1,0,6,39,0,1,5,5,0.6,339,1,1,0,0.333333333,0,0,54.66666667,4,1.3333,11,1,25,0,1,7,4,0.978018527,0.721474311,0.13573259,0.967816033,0.740449014,0.57330962,0.174663543,0.056804203,0.299722844,0.120819543,0.45324361,0.7867255,0.137813558,0.51580799,0.566360526,0
lucene,2.2,org.apache.lucene.search.PrefixFilter,4,2,0,4,13,0,1,4,4,0,52,1,1,0.25,0.5,0,0,11.75,1,0.75,21,1,29,0,1,5,2,0.98822992,0.671399412,0.120086296,0.257840549,0.606816208,0.382238954,0.502357679,0.956103841,0.504631507,0.385355855,0.521451872,0.48556215,0.95751375,0.78591497,0.471491543,1
lucene,2.2,org.apache.lucene.index.TermVectorsWriter,15,1,0,13,54,41,2,11,10,0.804761905,675,0.533333333,5,0,0.237037037,0,0,43,3,1.2,19,2,34,5.1,1,6,2,0.385254672,0.495714282,0.16565967,0.929510451,0.62788164,0.462168724,0.615499025,0.271103987,0.737363591,0.501653534,0.328616924,0.889690355,0.650127356,0.493463396,0.647311413,0
lucene,2.2,org.apache.lucene.search.function.FieldScoreQuery,2,3,0,7,12,1,0,7,1,2,52,0,0,0.947368421,0.833333333,0,0,25,5,2.5,32,3,13,0.45,3,8,5,0.509092301,0.539276263,0.157079635,0.697040535,0.463500354,0.447893581,0.956665204,0.529887312,0.490639651,0.566161231,0.500246237,0.910146739,0.155629873,0.544359033,0.797561153,0
lucene,2.2,org.apache.lucene.index.FieldsReader,18,1,0,17,61,69,2,16,0,0.806722689,745,1,4,0,0.237373737,0,0,40,5,1.3333,29,2,31,6.09,3,5,3,0.253757735,0.09797842,0.989214791,0.068901122,0.964421751,0.207691706,0.702102503,0.987264232,0.486564979,0.485448455,0.133835258,0.805888563,0.122545635,0.627017746,0.515244203,0
lucene,2.2,org.apache.lucene.util.PriorityQueue,12,1,9,12,13,0,12,0,8,0.454545455,275,1,0,0,0.444444444,0,0,21.66666667,7,2.0833,15,1,22,0,3,1,5,0.430715185,0.969927546,0.456488208,0.366281204,0.37654377,0.180635654,0.694983727,0.757493854,0.377953893,0.005899086,0.932320788,0.837022585,0.762592553,0.840691772,0.772525166,0
lucene,2.2,org.apache.lucene.search.Query,13,1,15,51,39,72,48,7,12,0.833333333,249,1,0,0,0.230769231,0,0,18.07692308,9,1.8462,12,2,8,0.32,2,4,3,0.433093096,0.588653338,0.255471572,0.636082708,0.470948251,0.920934338,0.116947699,0.466536128,4.36E-04,0.575436273,0.700815519,0.062564902,0.881108049,0.780827511,0.398909695,1
lucene,2.2,org.apache.lucene.index.MultipleTermPositions,13,1,0,8,36,58,1,7,13,0.791666667,191,1,2,0,0.201923077,0,0,13.38461538,1,0.9231,60,1,22,0,3,4,2,0.700680651,0.238348964,0.60076013,0.958446239,0.099717614,0.349306384,0.397919697,0.923835334,0.675341202,0.537278609,0.706624029,0.782732337,0.583256485,0.581454429,0.047705616,1
lucene,2.2,org.apache.lucene.index.MultiTermEnum,5,2,0,6,20,0,1,5,5,0.5,141,1,2,0.555555556,0.4,1,2,26.6,1,0.8,41,2,24,0.86,2,2,2,0.485705255,0.851142738,0.954129469,0.648807974,0.677532706,0.211384582,0.864213231,0.313634726,0.063371579,0.155727393,0.402539784,0.125764902,0.15601758,0.414605158,0.15076546,0
lucene,2.2,org.apache.lucene.queryParser.QueryParser,64,1,1,34,151,1520,1,33,40,0.893046107,3329,0.595238095,12,0,0.112169312,0,0,50.359375,23,2.4844,22,2,23,12.2,1,9,5,0.419391391,0.886401098,0.366973098,0.854487718,0.089052069,0.243151803,0.624913279,0.405822597,0.069047298,0.973985241,0.01342358,0.279279566,0.625956189,0.946766995,0.361510115,0
lucene,2.2,org.apache.lucene.analysis.SimpleAnalyzer,2,2,0,4,4,1,1,3,2,2,10,0,0,0.666666667,0.666666667,0,0,4,1,0.5,39,3,3,0.36,3,6,2,0.379300722,0.792062818,0.936021506,0.045808362,0.522072187,0.543407907,0.196540372,0.286309309,0.295939016,0.004005987,0.486063168,0.866155278,0.492773365,0.252364468,0.986233756,0
lucene,2.2,org.apache.lucene.search.FieldDocSortedHitQueue,5,2,0,6,21,0,3,3,0,0.375,274,0,1,0.733333333,0.5,1,3,53.4,18,5,27,2,21,0,2,5,5,0.15745345,0.548004552,0.872342369,0.901746449,0.726469247,0.653268124,0.365996318,0.106935914,0.552679562,0.248375755,0.302314049,0.964949191,0.138638668,0.684273339,0.903689949,0
lucene,2.2,org.apache.lucene.search.function.FieldCacheSource,8,2,4,8,12,8,4,4,8,0.5,68,1,1,0.416666667,0.3125,2,2,7.25,5,1.375,41,2,2,0,1,9,1,0.429230844,0.791437476,0.683622064,0.090114096,0.198921991,0.842692523,0.79179089,0.35491367,0.909757138,0.054225303,0.655521671,0.274844181,0.413303569,0.20136578,0.472959214,0
lucene,2.2,org.apache.lucene.search.BooleanQuery,27,2,0,19,64,171,12,11,22,0.769230769,443,1,0,0.333333333,0.102564103,2,6,15.22222222,12,1.5926,51,2,16,4.26,3,7,1,0.523059117,0.024335352,0.969728467,0.442272185,0.793415897,0.1040469,0.843549977,0.141795186,0.807089789,0.799173668,0.490224738,0.925127634,0.894996395,0.653086665,0.929597646,0
lucene,2.2,org.apache.lucene.index.TermInfo,5,1,0,8,6,0,8,0,0,0.125,100,0,0,0,0.55,0,0,18.2,1,0.4,50,3,15,0.49,2,7,2,0.490874539,0.402893662,0.331554778,0.022374615,0.257528531,0.352694732,0.179804843,0.011976448,0.712381011,0.409302946,0.905139899,0.429201454,0.327098158,0.521061397,0.770066792,0
lucene,2.2,org.apache.lucene.index.Term,12,1,0,71,21,0,71,0,9,0.136363636,138,0,0,0,0.291666667,1,1,10.33333333,6,1.3333,101,2,34,0,1,8,3,0.979369702,0.609020239,0.893145002,0.591144042,0.194496297,0.334620519,0.564062662,0.770730357,0.830256926,0.209164512,0.41942754,0.283123314,0.730600006,0.617734705,0.62444496,0
lucene,2.2,org.apache.lucene.search.PrefixGenerator,2,1,1,6,16,0,1,5,1,0,66,1,1,0,0.666666667,0,0,31.5,1,0.5,44,1,23,1.07,2,7,5,0.402021191,0.303856768,0.937100245,0.964178777,0.951062172,0.741084291,0.419158401,0.8317714,0.36218429,0.603816253,0.60223895,0.70867909,0.692341642,0.242040883,0.117419496,0
lucene,2.2,org.apache.lucene.search.TermQuery,8,2,0,15,22,0,10,6,6,0.142857143,100,1,1,0.631578947,0.232142857,2,2,11.375,4,1.375,24,2,25,0,3,9,3,0.911898347,0.663331986,0.153266564,0.764790809,0.93110502,0.030307383,0.619887793,0.584351626,0.817170059,0.092891239,0.565544671,0.040986778,0.32903117,0.292105114,0.217560581,0
lucene,2.2,org.apache.lucene.analysis.CharTokenizer,4,3,2,4,8,4,2,2,2,0.857142857,122,1,0,0.571428571,0.583333333,0,0,27.75,1,0.75,27,1,8,0,1,1,3,0.675253416,0.495745764,7.04E-04,0.071375325,0.835049921,0.456189606,0.023921692,0.279887785,0.873242083,0.116697564,0.820244175,0.260631388,0.427046039,0.834976292,0.574876146,1
lucene,2.2,org.apache.lucene.index.CorruptIndexException,1,4,0,28,2,0,28,0,1,2,5,0,0,1,1,0,0,4,0,0,52,1,23,0.9,2,7,5,0.945892839,0.441384689,0.68293639,0.45931119,0.325059814,0.804057333,0.241001612,0.938119853,0.289711064,0.23434942,0.995556602,0.170331203,0.258015385,0.633390756,0.346648012,0
lucene,2.2,org.apache.lucene.queryParser.MultiFieldQueryParser,11,2,0,9,31,23,0,9,5,0.55,410,1,0,0.869565217,0.313131313,1,5,36.09090909,1,0.8182,28,2,5,0,1,9,4,0.44032987,0.754168715,0.236483825,0.937393028,0.616008372,0.333443208,0.14041655,0.772800631,0.370213774,0.133929515,0.921693039,0.716135342,0.570183533,0.129567582,0.011549349,0
lucene,2.2,org.apache.lucene.index.SegmentMergeQueue,3,2,0,5,9,3,2,3,0,2,47,0,0,0.846153846,0.555555556,1,3,14.66666667,4,1.6667,4,2,25,1.08,3,6,3,0.513718414,0.165329132,0.232674349,0.278794163,0.492234271,0.427896836,0.596761024,0.636916778,0.476537501,0.974682615,0.575809753,0.953152521,0.255554795,0.386034972,0.672043366,0
lucene,2.2,org.apache.lucene.store.Directory,18,1,3,36,33,141,32,4,18,0.823529412,177,1,1,0,0.296296296,0,0,8.777777778,1,0.9444,53,2,41,3.86,1,3,1,0.636568103,0.329117897,0.592738561,0.246561136,0.25007645,0.451826895,0.973974391,0.987440994,0.093225796,0.561240426,0.39124292,0.155810991,0.192819405,0.483487895,0.345063179,0
lucene,2.2,org.apache.lucene.analysis.PorterStemmer,27,1,0,1,43,13,1,0,13,0.600961538,1174,1,0,0,0.25308642,0,0,42.18518519,26,5.7407,78,1,40,0,1,1,4,0.672240634,0.350548024,0.016184618,0.213639263,0.066190852,0.314374391,0.84766138,0.869615432,0.942965409,0.849877686,0.430024371,0.572649865,0.766060977,0.875676996,0.74097311,0
lucene,2.2,org.apache.lucene.search.Searcher,23,1,3,40,28,247,29,14,22,0.909090909,131,1,1,0,0.273913043,0,0,4.652173913,1,0.9565,42,1,34,7.43,2,4,1,0.45522736,0.895165301,0.522454873,0.677429592,0.291648227,0.240317196,0.465693954,0.420766408,0.652754486,0.286799538,0.918678872,0.325641612,0.559244795,0.201328826,0.030811006,1
lucene,2.2,org.apache.lucene.search.payloads.BoostingTermQuery,3,4,0,5,7,3,1,5,2,2,38,0,0,0.923076923,0.5,1,1,11.66666667,4,1.6667,47,2,28,0,2,8,1,0.170208085,0.380851348,0.605863528,0.168876968,0.171813472,0.248005809,0.447094327,0.393650354,0.470852108,0.478460096,0.647302324,0.954045825,0.726487781,0.053097167,0.101811987,0
lucene,2.2,org.apache.lucene.analysis.Analyzer,3,1,6,13,4,3,12,1,3,2,8,0,0,0,0.666666667,0,0,1.666666667,1,0.6667,74,2,3,0,1,3,3,0.031891287,0.751657779,0.503815651,0.056089417,0.492005766,0.834330525,0.219199225,0.199331065,0.534508898,0.693912345,0.731921509,0.102794172,0.53810944,0.203545775,0.801213353,1
lucene,2.2,org.apache.lucene.store.SimpleFSLockFactory,6,2,0,4,17,3,1,3,4,0.2,102,1,0,0.571428571,0.611111111,0,0,15.83333333,2,0.6667,76,2,27,0,1,1,2,0.765635303,0.333671692,0.078307424,0.742488903,0.648940502,0.366719554,0.693105541,0.969588005,0.188479043,0.699189217,0.2401349,0.855406765,0.602464152,0.788162266,0.668340761,0
lucene,2.2,org.apache.lucene.search.DisjunctionSumScorer,12,2,1,7,37,0,2,5,9,0.454545455,357,1,1,0.444444444,0.416666667,1,3,28.08333333,1,0.8333,51,3,28,0.02,2,4,4,0.388850984,0.272912459,0.810707652,0.759492987,0.647951914,0.682168669,0.677397095,0.13885618,0.854313516,0.423715934,0.180034788,0.211439543,0.263554663,0.945403279,0.65497567,0
lucene,2.2,org.apache.lucene.index.TermBuffer,11,1,0,4,25,0,1,3,6,0.52,241,1,1,0,0.242857143,0,0,20.45454545,3,1.4545,5,1,6,0.09,1,8,5,0.793185506,0.055259571,0.409820445,0.253728224,0.525997452,0.393301987,0.530152656,0.045696961,0.950434529,0.95875367,0.35241066,0.208463148,0.674426925,0.413770886,0.334004051,1
lucene,2.2,org.apache.lucene.store.BufferedIndexOutput,10,2,1,2,12,17,1,1,8,0.555555556,185,0.75,0,0.608695652,0.36,1,3,17.1,1,0.9,61,2,28,0.28,3,6,2,0.627487527,0.608412034,0.533229312,0.368774313,0.700443062,0.40146396,0.549235312,0.053800359,0.362991234,0.387874282,0.566233824,0.188572858,0.046346043,0.585920301,0.096346226,0
lucene,2.2,org.apache.lucene.index.TermVectorOffsetInfo,9,1,0,7,10,2,7,0,8,0.666666667,83,0.666666667,1,0,0.5,1,1,7.888888889,5,1.1111,46,3,9,0.29,2,3,3,0.981553462,0.485878681,0.1219223,0.021439914,0.743629861,0.11684274,0.600862959,0.692518342,0.967496671,0.949466586,0.717423204,0.709429873,0.57375363,0.519798695,0.836168124,0
lucene,2.2,org.apache.lucene.search.function.IntFieldSource,7,3,0,7,22,9,2,6,6,0.777777778,122,0.333333333,1,0.705882353,0.333333333,2,3,16,6,1.7143,64,2,2,0,2,3,4,0.370655029,0.633000041,0.848198619,0.572569425,0.083222066,0.885624651,0.486460203,0.316929749,0.701246023,0.031273535,0.23089264,0.599833792,0.53500628,0.406815492,0.624373747,1
lucene,2.2,org.apache.lucene.index.MultiLevelSkipListWriter,6,1,1,3,16,0,1,2,0,0.466666667,178,1,1,0,0.611111111,0,0,28.16666667,3,1.3333,20,2,9,0.68,2,1,4,0.520848218,0.23500123,0.176856178,0.892381141,0.12833609,0.124180031,0.547791313,0.787436051,0.686516054,0.49696096,0.365879033,0.659826473,0.068895313,0.9970437,0.870378722,0
lucene,2.2,org.apache.lucene.index.IndexDeletionPolicy,2,1,0,5,2,1,5,0,2,2,2,0,0,0,1,0,0,0,1,1,95,2,34,0,3,3,2,0.455063275,0.147076225,0.53966085,0.320336629,0.321450985,0.660280202,0.01037457,0.668888573,0.904545829,0.84471736,0.884552108,0.505326938,0.126947943,0.48145262,0.472165415,0
lucene,2.2,org.apache.lucene.analysis.LetterTokenizer,2,4,1,2,4,1,1,1,1,2,9,0,0,0.875,0.666666667,1,1,3.5,1,0.5,30,2,2,0.88,2,6,4,0.37997604,0.406503315,0.123096454,0.019541456,0.61610009,0.78134591,0.565177861,0.449247076,0.920298677,0.697884998,0.583905292,0.057297627,0.10150937,0.331171696,0.454618891,1
lucene,2.2,org.apache.lucene.search.MatchAllDocsQuery,6,2,0,7,14,15,3,5,5,2,57,0,0,0.705882353,0.333333333,2,3,8.5,3,1.1667,15,2,45,0,2,1,4,0.873660626,0.326791813,0.76939644,0.225676872,0.880343905,0.489726652,0.688595427,0.27776928,0.158005361,0.127622267,0.190927689,0.17544201,0.629606426,0.59378577,0.596144572,0
lucene,2.2,org.apache.lucene.search.BooleanClause,10,1,0,6,18,0,5,2,10,0.333333333,104,1,2,0,0.375,1,1,9.2,4,1.4,4,3,11,0.59,3,3,3,0.874023152,0.673860126,0.490856531,0.890463202,0.726024273,0.465011671,0.200705939,0.722731889,0.227488635,0.307597334,0.121057636,0.936433258,0.072592305,0.146661431,0.543566772,0
lucene,2.2,org.apache.lucene.index.IndexCommitPoint,2,1,0,2,2,1,2,0,2,2,2,0,0,0,1,0,0,0,1,1,52,1,41,0,1,6,3,0.968016852,0.424244855,0.097428788,0.219653988,0.263799757,0.233371844,0.561811825,0.048682843,0.801268865,7.13E-04,0.599917188,0.056674285,0.171572602,0.407304717,0.91530863,0
lucene,2.2,org.apache.lucene.util.ToStringUtils,2,1,0,17,7,1,17,0,2,2,21,0,0,0,0.5,0,0,9.5,2,1,66,1,20,1.48,2,7,2,0.481638485,0.605341376,0.437596739,0.605561798,0.283962315,0.043933091,0.407259805,0.513224678,0.542451066,0.377862405,0.648328044,0.959588991,0.378612594,7.50E-04,0.89285338,1
lucene,2.2,org.apache.lucene.search.WildcardQuery,4,3,0,8,12,4,1,7,3,0.666666667,55,1,0,0.857142857,0.5,1,1,12.5,2,1,50,2,23,1.2,3,9,3,0.87070584,0.717675496,0.752532026,0.454115043,0.363035151,0.952180812,0.820542698,0.18332926,0.583393013,0.6687173,0.430608667,0.987444812,0.363725748,0.883980223,0.800486728,0
lucene,2.2,org.apache.lucene.index.SegmentTermVector,8,1,1,3,15,0,2,1,7,0.571428571,133,1,0,0,0.35,0,0,15.25,4,1.75,57,2,8,0,1,6,4,0.912416635,0.239206516,0.643532014,0.406446096,0.396151922,0.610395742,0.844682496,0.771183697,0.055154836,0.144545754,0.466152618,0.257706415,0.197643476,0.427378191,0.173320516,0
